dim_production_location_id,country_code,country_name,dim_production_id,production_code,production_name,dim_auditorium_id,production_location_id,sales_start_date,production_location_premiere_date,production_location_start_date,production_location_end_date,production_location_derniere_date,is_expired,production_location_capacity,production_location_description,production_location_type,show_in_group_sales_reporting,show_in_group_salesreporting_name
167,ES,Spain,52,MMT,Mamma Mía! Tour,152,ES - MMT - BAL - 1,2015-11-26 00:00:00.000,2016-11-23 00:00:00.000,2016-11-24 00:00:00.000,2016-05-01 00:00:00.000,2016-05-01 00:00:00.000,1,1408,_N/A,Tour,0,No
168,ES,Spain,52,MMT,Mamma Mía! Tour,42,ES - MMT - ARV - 1,2015-10-01 00:00:00.000,2016-05-05 00:00:00.000,2016-05-05 00:00:00.000,2016-05-08 00:00:00.000,2016-05-08 00:00:00.000,1,0,,_UNK,0,No
169,ES,Spain,49,SAT,"Sister Act, Tour",43,ES - SAT - SNY - 1,2015-04-14 00:00:00.000,2016-02-11 00:00:00.000,2016-02-12 00:00:00.000,2015-11-01 00:00:00.000,2015-11-01 00:00:00.000,1,1768,_N/A,Tour,0,No
170,ES,Spain,52,MMT,Mamma Mía! Tour,45,ES - MMT - TAR - 1,2015-12-02 00:00:00.000,,,2016-05-29 00:00:00.000,2016-05-29 00:00:00.000,1,1100,_N/A,Tour,0,No
171,ES,Spain,52,MMT,Mamma Mía! Tour,43,ES - MMT - SNY - 1,2015-10-01 00:00:00.000,,,2016-05-08 00:00:00.000,2016-05-08 00:00:00.000,1,1768,_N/A,Tour,0,No
174,ES,Spain,49,SAT,"Sister Act, Tour",152,ES - SAT - BAL - 1,2015-03-12 00:00:00.000,2016-05-05 00:00:00.000,2016-05-05 00:00:00.000,2015-10-25 00:00:00.000,2015-10-25 00:00:00.000,1,1408,_N/A,Tour,0,No
176,ES,Spain,73,MOLMBCN,El Hombre De La Mancha BCN,32,ES - MOLMBCN - GTL - 0,2016-02-17 00:00:00.000,,,,,0,1873,It was cancelled,Tour,0,No
177,ES,Spain,72,MOLMAD,EL Hombre De La Mancha MAD,34,ES - MOLMAD - NTA - 0,2016-02-17 00:00:00.000,,,,,0,1080,It was cancelled,Tour,0,No
178,DE,Germany,75,DD,Dirty Dancing,5,DE - DD - TNF - 1,2005-07-28 00:00:00.000,2006-03-26 00:00:00.000,,2008-06-29 00:00:00.000,2008-06-29 00:00:00.000,1,2000,_N/A,Sit Down,1,Yes
179,DE,Germany,76,TITA,Titanic,5,DE - TITA - TNF - 1,,2002-12-08 00:00:00.000,2002-12-10 00:00:00.000,2003-10-04 00:00:00.000,2003-10-04 00:00:00.000,1,1940,_N/A,Sit Down,1,Yes
180,DE,Germany,75,DD,Dirty Dancing,10,DE - DD - TPP - 1,2008-08-12 00:00:00.000,2009-04-05 00:00:00.000,,2010-11-14 00:00:00.000,2010-11-14 00:00:00.000,1,1730,_N/A,Sit Down,1,Yes
181,DE,Germany,75,DD,Dirty Dancing,11,DE - DD - MET - 1,2010-11-25 00:00:00.000,2011-10-19 00:00:00.000,2011-10-21 00:00:00.000,2013-01-31 00:00:00.000,2013-01-31 00:00:00.000,1,1620,_N/A,Sit Down,1,Yes
182,ES,Spain,74,MMM,Mamma Mía! Madrid,47,ES - MMM - COL - 1,2016-11-23 00:00:00.000,2017-03-07 00:00:00.000,2017-03-07 00:00:00.000,2017-06-11 00:00:00.000,2017-06-11 00:00:00.000,1,1395,_N/A,Sit Down,1,Yes
194,ES,Spain,89,CBR,El Cascanueces,41,ES - CBR - LDV - 1,2016-11-24 00:00:00.000,,,2016-01-09 00:00:00.000,2016-01-09 00:00:00.000,0,1443,_N/A,Event,0,No
195,NL,Netherlands,79,HZH15,Holland Zingt Hazes 2015,51,NL - HZH15 - ZIG - 1,,2015-03-26 00:00:00.000,2015-03-26 00:00:00.000,2015-03-28 00:00:00.000,2015-03-28 00:00:00.000,1,17000,_N/A,Event,0,No
196,NL,Netherlands,90,HZH17,Holland Zingt Hazes 2017,51,NL - HZH17 - ZIG - 1,,2017-03-18 00:00:00.000,2017-03-18 00:00:00.000,2017-03-25 00:00:00.000,2017-03-25 00:00:00.000,1,17000,_N/A,Event,0,No
197,NL,Netherlands,80,HZH16,Holland Zingt Hazes 2016,51,NL - HZH16 - ZIG - 1,,2016-03-17 00:00:00.000,2016-03-17 00:00:00.000,2016-03-19 00:00:00.000,2016-03-19 00:00:00.000,1,17000,_N/A,Event,0,No
198,NL,Netherlands,81,MIC15,Musicals In Concert 2015,51,NL - MIC15 - ZIG - 1,,,,2015-11-14 00:00:00.000,2015-11-14 00:00:00.000,1,17000,_N/A,Event,0,No
199,NL,Netherlands,82,MIC16,Musicals In Concert 2016,51,NL - MIC16 - ZIG - 1,,,,2016-03-19 00:00:00.000,2016-03-19 00:00:00.000,1,17000,_N/A,Event,0,No
200,ES,Spain,52,MMT,Mamma Mía! Tour,52,ES - MMT - MDV - 0,2015-12-16 00:00:00.000,,,2016-04-10 00:00:00.000,2016-04-10 00:00:00.000,0,1391,_N/A,Tour,0,No
201,ES,Spain,52,MMT,Mamma Mía! Tour,53,ES - MMT - LTJ - 1,2015-10-01 00:00:00.000,2016-05-18 00:00:00.000,2016-05-19 00:00:00.000,2016-05-08 00:00:00.000,2016-05-08 00:00:00.000,1,950,_N/A,Tour,0,No
202,ES,Spain,91,TBG,The Bodyguard,47,ES - TBG - COL - 1,2017-04-04 00:00:00.000,2017-09-28 00:00:00.000,2017-09-22 00:00:00.000,2018-07-15 00:00:00.000,2018-07-15 00:00:00.000,0,1395,_N/A,Sit Down,1,Yes
203,ES,Spain,92,CAN,Johann Strauss. Gran concierto de año nuevo,41,ES - CAN - LDV - 1,2016-12-17 00:00:00.000,,,2016-12-29 00:00:00.000,,0,1450,_N/A,Event,0,No
204,NL,Netherlands,68,HAIR,HAIR,54,NL - HAIR - AGN - 1,,,,,,1,796,_N/A,Tour,0,No
205,NL,Netherlands,78,GREA,Grease,54,NL - GREA - AGN - 1,,,,,,1,796,_N/A,Tour,0,No
206,NL,Netherlands,78,GREA,Grease,55,NL - GREA - ALM - 1,,,,,,1,800,_N/A,Tour,0,No
207,NL,Netherlands,83,RL,Robert Long,55,NL - RL - ALM - 1,,,,,,1,800,_N/A,Tour,0,No
208,NL,Netherlands,84,SIM,Simone,55,NL - SIM - ALM - 1,,,,,,1,800,_N/A,Tour,0,No
209,NL,Netherlands,43,BTB,Disney's Beauty And The Beast,55,NL - BTB - ALM - 1,,,,,,1,800,_N/A,Tour,0,No
210,NL,Netherlands,68,HAIR,HAIR,55,NL - HAIR - ALM - 1,,,,,,1,800,_N/A,Tour,0,No
211,NL,Netherlands,83,RL,Robert Long,56,NL - RL - AMP - 1,,,,,,1,840,_N/A,Tour,0,No
212,NL,Netherlands,84,SIM,Simone,56,NL - SIM - AMP - 1,,,,,,1,840,_N/A,Tour,0,No
213,NL,Netherlands,78,GREA,Grease,56,NL - GREA - AMP - 1,,,,,,1,840,_N/A,Tour,0,No
214,NL,Netherlands,78,GREA,Grease,57,NL - GREA - AMST - 1,,,,,,1,670,_N/A,Tour,0,No
215,NL,Netherlands,83,RL,Robert Long,57,NL - RL - AMST - 1,,,,,,1,670,_N/A,Tour,0,No
216,NL,Netherlands,83,RL,Robert Long,58,NL - RL - ARN - 1,,,,,,1,735,_N/A,Tour,0,No
217,NL,Netherlands,71,MICOT,Musicals In Concert - Live On Tour,59,NL - MICOT - CARRE - 1,,,,,,1,1756,_N/A,Tour,0,No
218,NL,Netherlands,86,TSOM,The Sound Of Music 2015,59,NL - TSOM - CARRE - 1,,,,,,1,1756,_N/A,Tour,0,No
219,NL,Netherlands,68,HAIR,HAIR,60,NL - HAIR - CAST - 1,,,,,,1,750,_N/A,Tour,0,No
220,NL,Netherlands,69,CDR,Ciske De Rat 2016,61,NL - CDR - CHASSE - 1,,,,,,1,1400,_N/A,Tour,0,No
221,NL,Netherlands,43,BTB,Disney's Beauty And The Beast,61,NL - BTB - CHASSE - 1,,,,,,1,1400,_N/A,Tour,0,No
222,NL,Netherlands,68,HAIR,HAIR,61,NL - HAIR - CHASSE - 1,,,,,,1,1400,_N/A,Tour,0,No
223,NL,Netherlands,86,TSOM,The Sound Of Music 2015,61,NL - TSOM - CHASSE - 1,,,,,,1,1400,_N/A,Tour,0,No
224,NL,Netherlands,87,TWEE,De Tweeling,61,NL - TWEE - CHASSE - 1,,,,,,1,1400,_N/A,Tour,0,No
225,NL,Netherlands,84,SIM,Simone,61,NL - SIM - CHASSE - 1,,,,,,1,1400,_N/A,Tour,0,No
226,NL,Netherlands,71,MICOT,Musicals In Concert - Live On Tour,61,NL - MICOT - CHASSE - 1,,,,,,1,1400,_N/A,Tour,0,No
227,NL,Netherlands,78,GREA,Grease,61,NL - GREA - CHASSE - 1,,,,,,1,1400,_N/A,Tour,0,No
228,NL,Netherlands,84,SIM,Simone,62,NL - SIM - CROWN - 1,,,,,,1,820,_N/A,Tour,0,No
229,NL,Netherlands,84,SIM,Simone,63,NL - SIM - DEV - 1,,,,,,1,750,_N/A,Tour,0,No
230,NL,Netherlands,83,RL,Robert Long,63,NL - RL - DEV - 1,,,,,,1,750,_N/A,Tour,0,No
231,NL,Netherlands,78,GREA,Grease,64,NL - GREA - FLINT - 1,,,,,,1,770,_N/A,Tour,0,No
232,NL,Netherlands,83,RL,Robert Long,64,NL - RL - FLINT - 1,,2003-03-05 00:00:00.000,2003-03-30 00:00:00.000,,,1,770,_N/A,Tour,0,No
233,NL,Netherlands,68,HAIR,HAIR,64,NL - HAIR - FLINT - 1,,,,,,1,770,_N/A,Tour,0,No
234,NL,Netherlands,43,BTB,Disney's Beauty And The Beast,65,NL - BTB - GOUDSE - 1,,,,,,1,813,_N/A,Tour,0,No
235,NL,Netherlands,78,GREA,Grease,65,NL - GREA - GOUDSE - 1,,,,,,1,813,_N/A,Tour,0,No
236,NL,Netherlands,83,RL,Robert Long,65,NL - RL - GOUDSE - 1,,,,,,1,813,_N/A,Tour,0,No
237,NL,Netherlands,84,SIM,Simone,65,NL - SIM - GOUDSE - 1,,,,,,1,813,_N/A,Tour,0,No
238,NL,Netherlands,84,SIM,Simone,66,NL - SIM - HAA - 1,,,,,,1,633,_N/A,Tour,0,No
239,NL,Netherlands,83,RL,Robert Long,66,NL - RL - HAA - 1,,,,,,1,633,_N/A,Tour,0,No
240,NL,Netherlands,78,GREA,Grease,67,NL - GREA - HARM - 1,,,,,,1,950,_N/A,Tour,0,No
241,NL,Netherlands,69,CDR,Ciske De Rat 2016,67,NL - CDR - HARM - 1,,,,,,1,950,_N/A,Tour,0,No
242,NL,Netherlands,68,HAIR,HAIR,67,NL - HAIR - HARM - 1,,,,,,1,950,_N/A,Tour,0,No
243,NL,Netherlands,68,HAIR,HAIR,68,NL - HAIR - HEER - 1,,,,,,1,1057,_N/A,Tour,0,No
244,NL,Netherlands,69,CDR,Ciske De Rat 2016,68,NL - CDR - HEER - 1,,,,,,1,1057,_N/A,Tour,0,No
245,NL,Netherlands,43,BTB,Disney's Beauty And The Beast,68,NL - BTB - HEER - 1,,2012-10-25 00:00:00.000,2012-10-25 00:00:00.000,,,1,1057,_N/A,Tour,0,No
246,NL,Netherlands,78,GREA,Grease,68,NL - GREA - HEER - 1,,,,,,1,1057,_N/A,Tour,0,No
247,NL,Netherlands,71,MICOT,Musicals In Concert - Live On Tour,68,NL - MICOT - HEER - 1,,,,,,1,1057,_N/A,Tour,0,No
248,NL,Netherlands,83,RL,Robert Long,68,NL - RL - HEER - 1,,,,,,1,1057,_N/A,Tour,0,No
249,NL,Netherlands,87,TWEE,De Tweeling,68,NL - TWEE - HEER - 1,,,,,,1,1057,_N/A,Tour,0,No
250,NL,Netherlands,86,TSOM,The Sound Of Music 2015,68,NL - TSOM - HEER - 1,,,,,,1,1057,_N/A,Tour,0,No
251,NL,Netherlands,84,SIM,Simone,69,NL - SIM - ISALA - 1,,,,,,1,493,_N/A,Tour,0,No
252,NL,Netherlands,83,RL,Robert Long,69,NL - RL - ISALA - 1,,,,,,1,493,_N/A,Tour,0,No
253,NL,Netherlands,84,SIM,Simone,70,NL - SIM - KAF - 1,,,,,,1,987,_N/A,Tour,0,No
254,NL,Netherlands,78,GREA,Grease,70,NL - GREA - KAF - 1,,,,,,1,987,_N/A,Tour,0,No
255,NL,Netherlands,83,RL,Robert Long,70,NL - RL - KAF - 1,,,,,,1,987,_N/A,Tour,0,No
256,NL,Netherlands,68,HAIR,HAIR,70,NL - HAIR - KAF - 1,,,,,,1,987,_N/A,Tour,0,No
257,NL,Netherlands,84,SIM,Simone,71,NL - SIM - KEI - 1,,,,,,1,525,_N/A,Tour,0,No
258,NL,Netherlands,84,SIM,Simone,72,NL - SIM - KENN - 1,,,,,,1,602,_N/A,Tour,0,No
259,NL,Netherlands,83,RL,Robert Long,72,NL - RL - KENN - 1,,,,,,1,602,_N/A,Tour,0,No
260,NL,Netherlands,83,RL,Robert Long,73,NL - RL - KOLK - 1,,,,,,1,811,_N/A,Tour,0,No
261,NL,Netherlands,78,GREA,Grease,73,NL - GREA - KOLK - 1,,2016-11-20 00:00:00.000,2016-11-11 00:00:00.000,,,1,811,_N/A,Tour,0,No
262,NL,Netherlands,78,GREA,Grease,74,NL - GREA - KOM - 1,,2015-05-01 00:00:00.000,2015-05-01 00:00:00.000,,,1,650,_N/A,Tour,0,No
263,NL,Netherlands,68,HAIR,HAIR,74,NL - HAIR - KOM - 1,,,,,,1,650,_N/A,Tour,0,No
264,NL,Netherlands,83,RL,Robert Long,75,NL - RL - KRING - 1,,,,,,1,850,_N/A,Tour,0,No
265,NL,Netherlands,84,SIM,Simone,76,NL - SIM - KRUIS - 1,,,,,,1,495,_N/A,Tour,0,No
266,NL,Netherlands,84,SIM,Simone,77,NL - SIM - LAMP - 1,,,,,,1,558,_N/A,Tour,0,No
267,NL,Netherlands,84,SIM,Simone,78,NL - SIM - LEEST - 1,,,,,,1,500,_N/A,Tour,0,No
268,NL,Netherlands,83,RL,Robert Long,79,NL - RL - LEI - 1,,,,,,1,539,_N/A,Tour,0,No
269,NL,Netherlands,84,SIM,Simone,79,NL - SIM - LEI - 1,,,,,,1,539,_N/A,Tour,0,No
270,NL,Netherlands,69,CDR,Ciske De Rat 2016,80,NL - CDR - MAAS - 1,,,,,,1,764,_N/A,Tour,0,No
271,NL,Netherlands,68,HAIR,HAIR,80,NL - HAIR - MAAS - 1,,,,,,1,764,_N/A,Tour,0,No
272,NL,Netherlands,84,SIM,Simone,81,NL - SIM - MARK - 1,,,,,,1,685,_N/A,Tour,0,No
273,NL,Netherlands,86,TSOM,The Sound Of Music 2015,82,NL - TSOM - MART - 1,,,,,,1,1550,_N/A,Tour,0,No
274,NL,Netherlands,87,TWEE,De Tweeling,82,NL - TWEE - MART - 1,,,,,,1,1550,_N/A,Tour,0,No
275,NL,Netherlands,71,MICOT,Musicals In Concert - Live On Tour,82,NL - MICOT - MART - 1,,,,,,1,1550,_N/A,Tour,0,No
276,NL,Netherlands,78,GREA,Grease,82,NL - GREA - MART - 1,,2017-03-31 00:00:00.000,2017-03-31 00:00:00.000,,,1,1550,_N/A,Tour,0,No
277,NL,Netherlands,69,CDR,Ciske De Rat 2016,82,NL - CDR - MART - 1,,,,,,1,1550,_N/A,Tour,0,No
278,NL,Netherlands,68,HAIR,HAIR,82,NL - HAIR - MART - 1,,,,,,1,1550,_N/A,Tour,0,No
279,NL,Netherlands,83,RL,Robert Long,83,NL - RL - MEER - 1,,,,,,1,520,_N/A,Tour,0,No
280,NL,Netherlands,84,SIM,Simone,83,NL - SIM - MEER - 1,,,,,,1,520,_N/A,Tour,0,No
281,NL,Netherlands,83,RL,Robert Long,84,NL - RL - MRVT - 1,,,,,,1,800,_N/A,Tour,0,No
282,NL,Netherlands,83,RL,Robert Long,85,NL - RL - NAALD - 1,,,,,,1,430,_N/A,Tour,0,No
283,NL,Netherlands,78,GREA,Grease,86,NL - GREA - NIJ - 1,,,,,,1,920,_N/A,Tour,0,No
284,NL,Netherlands,83,RL,Robert Long,86,NL - RL - NIJ - 1,,,,,,1,920,_N/A,Tour,0,No
285,NL,Netherlands,84,SIM,Simone,86,NL - SIM - NIJ - 1,,,,,,1,920,_N/A,Tour,0,No
286,NL,Netherlands,68,HAIR,HAIR,86,NL - HAIR - NIJ - 1,,,,,,1,920,_N/A,Tour,0,No
287,NL,Netherlands,69,CDR,Ciske De Rat 2016,86,NL - CDR - NIJ - 1,,,,,,1,920,_N/A,Tour,0,No
288,NL,Netherlands,43,BTB,Disney's Beauty And The Beast,86,NL - BTB - NIJ - 1,,,,,,1,920,_N/A,Tour,0,No
289,NL,Netherlands,69,CDR,Ciske De Rat 2016,87,NL - CDR - NLUX - 1,,,,,,1,1535,_N/A,Tour,0,No
290,NL,Netherlands,68,HAIR,HAIR,87,NL - HAIR - NLUX - 1,,,,,,1,1535,_N/A,Tour,0,No
291,NL,Netherlands,87,TWEE,De Tweeling,87,NL - TWEE - NLUX - 1,,,,,,1,1535,_N/A,Tour,0,No
292,NL,Netherlands,86,TSOM,The Sound Of Music 2015,87,NL - TSOM - NLUX - 1,,,,,,1,1535,_N/A,Tour,0,No
293,NL,Netherlands,78,GREA,Grease,87,NL - GREA - NLUX - 1,,,,,,1,1535,_N/A,Tour,0,No
294,NL,Netherlands,71,MICOT,Musicals In Concert - Live On Tour,88,NL - MICOT - OLUX - 1,,,,,,1,909,_N/A,Tour,0,No
295,NL,Netherlands,83,RL,Robert Long,88,NL - RL - OLUX - 1,,,,,,1,909,_N/A,Tour,0,No
296,NL,Netherlands,84,SIM,Simone,88,NL - SIM - OLUX - 1,,,,,,1,909,_N/A,Tour,0,No
297,NL,Netherlands,84,SIM,Simone,89,NL - SIM - ORAN - 1,,,,,,1,800,_N/A,Tour,0,No
298,NL,Netherlands,84,SIM,Simone,90,NL - SIM - ORP - 1,,,,,,1,1292,_N/A,Tour,0,No
299,NL,Netherlands,86,TSOM,The Sound Of Music 2015,90,NL - TSOM - ORP - 1,,,,,,1,1292,_N/A,Tour,0,No
300,NL,Netherlands,87,TWEE,De Tweeling,90,NL - TWEE - ORP - 1,,,,,,1,1292,_N/A,Tour,0,No
301,NL,Netherlands,71,MICOT,Musicals In Concert - Live On Tour,90,NL - MICOT - ORP - 1,,,,,,1,1292,_N/A,Tour,0,No
302,NL,Netherlands,69,CDR,Ciske De Rat 2016,90,NL - CDR - ORP - 1,,,,,,1,1292,_N/A,Tour,0,No
303,NL,Netherlands,78,GREA,Grease,90,NL - GREA - ORP - 1,,,,,,1,1292,_N/A,Tour,0,No
304,NL,Netherlands,68,HAIR,HAIR,90,NL - HAIR - ORP - 1,,,,,,1,1292,_N/A,Tour,0,No
305,NL,Netherlands,68,HAIR,HAIR,91,NL - HAIR - PAR - 1,,,,,,1,879,_N/A,Tour,0,No
306,NL,Netherlands,69,CDR,Ciske De Rat 2016,91,NL - CDR - PAR - 1,,,,,,1,879,_N/A,Tour,0,No
307,NL,Netherlands,83,RL,Robert Long,91,NL - RL - PAR - 1,,,,,,1,879,_N/A,Tour,0,No
308,NL,Netherlands,78,GREA,Grease,91,NL - GREA - PAR - 1,,,,,,1,879,_N/A,Tour,0,No
309,NL,Netherlands,86,TSOM,The Sound Of Music 2015,91,NL - TSOM - PAR - 1,,,,,,1,879,_N/A,Tour,0,No
310,NL,Netherlands,84,SIM,Simone,91,NL - SIM - PAR - 1,,,,,,1,879,_N/A,Tour,0,No
311,NL,Netherlands,86,TSOM,The Sound Of Music 2015,92,NL - TSOM - PARKE - 1,,,,,,1,930,_N/A,Tour,0,No
312,NL,Netherlands,87,TWEE,De Tweeling,92,NL - TWEE - PARKE - 1,,,,,,1,930,_N/A,Tour,0,No
313,NL,Netherlands,84,SIM,Simone,92,NL - SIM - PARKE - 1,,,,,,1,930,_N/A,Tour,0,No
314,NL,Netherlands,78,GREA,Grease,92,NL - GREA - PARKE - 1,,,,,,1,930,_N/A,Tour,0,No
315,NL,Netherlands,83,RL,Robert Long,92,NL - RL - PARKE - 1,,,,,,1,930,_N/A,Tour,0,No
316,NL,Netherlands,68,HAIR,HAIR,92,NL - HAIR - PARKE - 1,,,,,,1,930,_N/A,Tour,0,No
317,NL,Netherlands,69,CDR,Ciske De Rat 2016,92,NL - CDR - PARKE - 1,,,,,,1,930,_N/A,Tour,0,No
318,NL,Netherlands,69,CDR,Ciske De Rat 2016,93,NL - CDR - PARKH - 1,,,,,,1,875,_N/A,Tour,0,No
319,NL,Netherlands,68,HAIR,HAIR,93,NL - HAIR - PARKH - 1,,,,,,1,875,_N/A,Tour,0,No
320,NL,Netherlands,87,TWEE,De Tweeling,93,NL - TWEE - PARKH - 1,,,,,,1,875,_N/A,Tour,0,No
321,NL,Netherlands,84,SIM,Simone,94,NL - SIM - PUR - 1,,,,,,1,516,_N/A,Tour,0,No
322,NL,Netherlands,83,RL,Robert Long,94,NL - RL - PUR - 1,,,,,,1,516,_N/A,Tour,0,No
323,NL,Netherlands,78,GREA,Grease,95,NL - GREA - RAI - 1,,,,,,1,1750,_N/A,Tour,0,No
324,NL,Netherlands,84,SIM,Simone,96,NL - SIM - RIJS - 1,,,,,,1,688,_N/A,Tour,0,No
325,NL,Netherlands,68,HAIR,HAIR,96,NL - HAIR - RIJS - 1,,,,,,1,688,_N/A,Tour,0,No
326,NL,Netherlands,84,SIM,Simone,97,NL - SIM - SCHALM - 1,,,,,,1,480,_N/A,Tour,0,No
327,NL,Netherlands,69,CDR,Ciske De Rat 2016,98,NL - CDR - SCHIE - 1,,,,,,1,702,_N/A,Tour,0,No
328,NL,Netherlands,84,SIM,Simone,99,NL - SIM - SPANT - 1,,,,,,1,780,_N/A,Tour,0,No
329,NL,Netherlands,83,RL,Robert Long,99,NL - RL - SPANT - 1,,,,,,1,780,_N/A,Tour,0,No
330,NL,Netherlands,78,GREA,Grease,100,NL - GREA - SPIE - 1,,,,,,1,917,_N/A,Tour,0,No
331,NL,Netherlands,69,CDR,Ciske De Rat 2016,100,NL - CDR - SPIE - 1,,,,,,1,917,_N/A,Tour,0,No
332,NL,Netherlands,83,RL,Robert Long,100,NL - RL - SPIE - 1,,,,,,1,917,_N/A,Tour,0,No
333,NL,Netherlands,87,TWEE,De Tweeling,100,NL - TWEE - SPIE - 1,,,,,,1,917,_N/A,Tour,0,No
334,NL,Netherlands,86,TSOM,The Sound Of Music 2015,100,NL - TSOM - SPIE - 1,,,,,,1,917,_N/A,Tour,0,No
335,NL,Netherlands,68,HAIR,HAIR,100,NL - HAIR - SPIE - 1,,,,,,1,917,_N/A,Tour,0,No
336,NL,Netherlands,83,RL,Robert Long,101,NL - RL - TAM - 1,,,,,,1,800,_N/A,Tour,0,No
337,NL,Netherlands,83,RL,Robert Long,102,NL - RL - TAQA - 1,,,,,,1,694,_N/A,Tour,0,No
338,NL,Netherlands,84,SIM,Simone,102,NL - SIM - TAQA - 1,,,,,,1,694,_N/A,Tour,0,No
339,NL,Netherlands,78,GREA,Grease,102,NL - GREA - TAQA - 1,,,,,,1,694,_N/A,Tour,0,No
340,NL,Netherlands,68,HAIR,HAIR,102,NL - HAIR - TAQA - 1,,,,,,1,694,_N/A,Tour,0,No
341,NL,Netherlands,69,CDR,Ciske De Rat 2016,102,NL - CDR - TAQA - 1,,,,,,1,694,_N/A,Tour,0,No
342,NL,Netherlands,68,HAIR,HAIR,103,NL - HAIR - TIL - 1,,,,,,1,840,_N/A,Tour,0,No
343,NL,Netherlands,83,RL,Robert Long,103,NL - RL - TIL - 1,,,,,,1,840,_N/A,Tour,0,No
344,NL,Netherlands,69,CDR,Ciske De Rat 2016,103,NL - CDR - TIL - 1,,,,,,1,840,_N/A,Tour,0,No
345,NL,Netherlands,78,GREA,Grease,103,NL - GREA - TIL - 1,,,,,,1,840,_N/A,Tour,0,No
346,NL,Netherlands,84,SIM,Simone,103,NL - SIM - TIL - 1,,,,,,1,840,_N/A,Tour,0,No
347,NL,Netherlands,84,SIM,Simone,104,NL - SIM - UTR - 1,,,,,,1,847,_N/A,Tour,0,No
348,NL,Netherlands,83,RL,Robert Long,104,NL - RL - UTR - 1,,,,,,1,847,_N/A,Tour,0,No
349,NL,Netherlands,78,GREA,Grease,104,NL - GREA - UTR - 1,,,,,,1,847,_N/A,Tour,0,No
350,NL,Netherlands,69,CDR,Ciske De Rat 2016,104,NL - CDR - UTR - 1,,,,,,1,847,_N/A,Tour,0,No
351,NL,Netherlands,68,HAIR,HAIR,104,NL - HAIR - UTR - 1,,,,,,1,847,_N/A,Tour,0,No
352,NL,Netherlands,68,HAIR,HAIR,105,NL - HAIR - VEL - 1,,,,,,1,716,_N/A,Tour,0,No
353,NL,Netherlands,78,GREA,Grease,105,NL - GREA - VEL - 1,,,,,,1,716,_N/A,Tour,0,No
354,NL,Netherlands,84,SIM,Simone,105,NL - SIM - VEL - 1,,,,,,1,716,_N/A,Tour,0,No
355,NL,Netherlands,83,RL,Robert Long,106,NL - RL - VEN - 1,,,,,,1,673,_N/A,Tour,0,No
356,NL,Netherlands,84,SIM,Simone,107,NL - SIM - VEST - 1,,,,,,1,500,_N/A,Tour,0,No
357,NL,Netherlands,84,SIM,Simone,108,NL - SIM - VRIJ - 1,,,,,,1,892,_N/A,Tour,0,No
358,NL,Netherlands,83,RL,Robert Long,108,NL - RL - VRIJ - 1,,,,,,1,892,_N/A,Tour,0,No
359,NL,Netherlands,78,GREA,Grease,108,NL - GREA - VRIJ - 1,,,,,,1,892,_N/A,Tour,0,No
360,NL,Netherlands,68,HAIR,HAIR,108,NL - HAIR - VRIJ - 1,,,,,,1,892,_N/A,Tour,0,No
361,NL,Netherlands,69,CDR,Ciske De Rat 2016,108,NL - CDR - VRIJ - 1,,,,,,1,892,_N/A,Tour,0,No
362,NL,Netherlands,69,CDR,Ciske De Rat 2016,109,NL - CDR - WFT - 1,,,,,,1,1573,_N/A,Tour,0,No
363,NL,Netherlands,78,GREA,Grease,110,NL - GREA - WIL - 1,,,,,,1,957,_N/A,Tour,0,No
364,NL,Netherlands,86,TSOM,The Sound Of Music 2015,110,NL - TSOM - WIL - 1,,,,,,1,957,_N/A,Tour,0,No
365,NL,Netherlands,87,TWEE,De Tweeling,110,NL - TWEE - WIL - 1,,,,,,1,957,_N/A,Tour,0,No
366,NL,Netherlands,84,SIM,Simone,110,NL - SIM - WIL - 1,,,,,,1,957,_N/A,Tour,0,No
367,NL,Netherlands,83,RL,Robert Long,110,NL - RL - WIL - 1,,,,,,1,957,_N/A,Tour,0,No
368,NL,Netherlands,69,CDR,Ciske De Rat 2016,110,NL - CDR - WIL - 1,,,,,,1,957,_N/A,Tour,0,No
369,NL,Netherlands,68,HAIR,HAIR,110,NL - HAIR - WIL - 1,,,,,,1,957,_N/A,Tour,0,No
370,NL,Netherlands,68,HAIR,HAIR,111,NL - HAIR - ZAAN - 1,,,,,,1,879,_N/A,Tour,0,No
371,NL,Netherlands,83,RL,Robert Long,111,NL - RL - ZAAN - 1,,,,,,1,879,_N/A,Tour,0,No
372,NL,Netherlands,84,SIM,Simone,111,NL - SIM - ZAAN - 1,,,,,,1,879,_N/A,Tour,0,No
373,NL,Netherlands,78,GREA,Grease,111,NL - GREA - ZAAN - 1,,,,,,1,879,_N/A,Tour,0,No
374,NL,Netherlands,78,GREA,Grease,116,NL - GREA - ZOE - 1,,,,,,1,780,_N/A,Tour,0,No
375,NL,Netherlands,83,RL,Robert Long,116,NL - RL - ZOE - 1,,,,,,1,780,_N/A,Tour,0,No
376,NL,Netherlands,87,TWEE,De Tweeling,117,NL - TWEE - ZUID - 1,,2015-11-13 00:00:00.000,2015-11-13 00:00:00.000,,,1,996,_N/A,Tour,0,No
377,NL,Netherlands,78,GREA,Grease,117,NL - GREA - ZUID - 1,,,,,,1,996,_N/A,Tour,0,No
