dim_price_category_id,price_category_id,price_category_name,sort_code,price_category_group,dim_production_location_id
1,RU - CIN - ROS - 1 - VIP,VIP,1,HIGH,126
2,RU - TDV - MDM - 1 - PREMIUM,PREMIUM,1,HIGH,127
3,RU - TDV - MDM - 1 - PK2,PK2,2,HIGH,127
4,ES - ERL - LDV - 1 - VIP,VIP,1,HIGH,155
5,ES - ERL - LDV - 1 - PK2,PK2,2,HIGH,155
6,ES - _N/A,_N/A,-1,_N/A,109
7,RU - _N/A,_N/A,-1,_N/A,110
8,FR - _N/A,_N/A,-1,_N/A,111
9,NL - _N/A,_N/A,-1,_N/A,112
10,DE - _N/A,_N/A,-1,_N/A,113
11,ES - _UNK,_Unknown,-1,_Unknown,114
12,RU - _UNK,_Unknown,-1,_Unknown,115
13,FR - _UNK,_Unknown,-1,_Unknown,116
14,NL - _UNK,_Unknown,-1,_Unknown,117
15,DE - _UNK,_Unknown,-1,_Unknown,118
16,DE - BMG - BMX - 1 - PONCHO (MITTE),PONCHO (MITTE),1,HIGH,63
17,DE - BMG - BMX - 1 - PONCHO (SEITE),PONCHO (SEITE),2,HIGH,63
18,DE - BMG - BMX - 1 - PK1,PK1,3,HIGH,63
19,DE - BMG - BMX - 1 - PK2,PK2,4,MEDIUM,63
20,DE - BMG - BMX - 1 - PK3,PK3,5,LOW,63
21,DE - GVN - TDW - 1 - PK1,PK1,2,HIGH,88
22,DE - GVN - TDW - 1 - PK2,PK2,3,MEDIUM,88
23,DE - GVN - TDW - 1 - PK3,PK3,4,MEDIUM,88
24,DE - GVN - TDW - 1 - PK4,PK4,5,LOW,88
25,DE - GVN - TDW - 1 - PK5,PK5,6,LOW,88
26,DE - GVN - TDW - 1 - PREMIUM,PREMIUM,1,HIGH,88
27,DE - ALA - TNF - 1 - PREMIUM,PREMIUM,1,HIGH,87
28,DE - ALA - TNF - 1 - PK1,PK1,2,HIGH,87
29,DE - ALA - TNF - 1 - PK2,PK2,3,MEDIUM,87
30,DE - ALA - TNF - 1 - PK3,PK3,4,MEDIUM,87
31,DE - ALA - TNF - 1 - PK4,PK4,5,LOW,87
32,DE - ALA - TNF - 1 - PK5,PK5,6,LOW,87
33,DE - KDL - THH - 1 - PREMIUM,PREMIUM,1,HIGH,60
34,DE - KDL - THH - 1 - PK1,PK1,2,HIGH,60
35,DE - KDL - THH - 1 - PK2,PK2,3,MEDIUM,60
36,DE - KDL - THH - 1 - PK3,PK3,4,MEDIUM,60
37,DE - KDL - THH - 1 - PK4,PK4,5,LOW,60
38,DE - MP - APO - 1 - PREMIUM,PREMIUM,1,HIGH,77
39,DE - MP - APO - 1 - PK1,PK1,2,HIGH,77
40,DE - MP - APO - 1 - PK2,PK2,3,MEDIUM,77
41,DE - MP - APO - 1 - PK3,PK3,4,MEDIUM,77
42,DE - MP - APO - 1 - PK4,PK4,5,LOW,77
43,DE - TAR - MET - 1 - PREMIUM,PREMIUM,1,HIGH,86
44,DE - TAR - MET - 1 - PK1,PK1,2,HIGH,86
45,DE - TAR - MET - 1 - PK2,PK2,3,MEDIUM,86
46,DE - TAR - MET - 1 - PK3,PK3,4,MEDIUM,86
47,DE - TAR - MET - 1 - PK4,PK4,5,LOW,86
48,DE - TAR - MET - 1 - PK5,PK5,6,LOW,86
49,DE - TDV - PAL - 2 - PREMIUM,PREMIUM,1,HIGH,74
50,DE - TDV - PAL - 2 - PK1,PK1,2,HIGH,74
51,DE - TDV - PAL - 2 - PK2,PK2,3,MEDIUM,74
52,DE - TDV - PAL - 2 - PK3,PK3,4,MEDIUM,74
53,DE - TDV - PAL - 2 - PK4,PK4,5,LOW,74
54,DE - CHI - PAL - 1 - PREMIUM,PREMIUM,1,HIGH,94
55,DE - CHI - PAL - 1 - PK1,PK1,2,HIGH,94
56,DE - CHI - PAL - 1 - PK2,PK2,3,MEDIUM,94
57,DE - CHI - PAL - 1 - PK3,PK3,4,MEDIUM,94
58,DE - CHI - PAL - 1 - PK4,PK4,5,LOW,94
59,DE - CHI - TDW - 1 - PREMIUM,PREMIUM,1,HIGH,95
60,DE - CHI - TDW - 1 - PK1,PK1,2,HIGH,95
61,DE - CHI - TDW - 1 - PK2,PK2,3,MEDIUM,95
62,DE - CHI - TDW - 1 - PK3,PK3,4,MEDIUM,95
63,DE - CHI - TDW - 1 - PK4,PK4,5,LOW,95
64,DE - CHI - TDW - 1 - PK5,PK5,6,LOW,95
65,DE - LSN - OPH - 1 - PREMIUM,PREMIUM,1,HIGH,96
66,DE - LSN - OPH - 1 - PK1,PK1,2,HIGH,96
67,DE - LSN - OPH - 1 - PK2,PK2,3,MEDIUM,96
68,DE - LSN - OPH - 1 - PK3,PK3,4,MEDIUM,96
69,DE - LSN - OPH - 1 - PK4,PK4,5,LOW,96
70,DE - PDO - TNF - 1 - PREMIUM,PREMIUM,1,HIGH,92
71,DE - PDO - TNF - 1 - PK1,PK1,2,HIGH,92
72,DE - PDO - TNF - 1 - PK2,PK2,3,MEDIUM,92
73,DE - PDO - TNF - 1 - PK3,PK3,4,MEDIUM,92
74,DE - PDO - TNF - 1 - PK4,PK4,5,LOW,92
75,DE - PDO - TNF - 1 - PK5,PK5,6,LOW,92
76,DE - UDO - OPH - 1 - PREMIUM,PREMIUM,1,HIGH,76
77,DE - UDO - OPH - 1 - PK1,PK1,2,HIGH,76
78,DE - UDO - OPH - 1 - PK2,PK2,3,MEDIUM,76
79,DE - UDO - OPH - 1 - PK3,PK3,4,MEDIUM,76
80,DE - UDO - OPH - 1 - PK4,PK4,5,LOW,76
81,DE - ROC - OPH - 1 - GOLDEN CIRCEL,GOLDEN CIRCEL,1,HIGH,61
82,DE - ROC - OPH - 1 - PREMIUM,PREMIUM,2,HIGH,61
83,DE - ROC - OPH - 1 - PK1,PK1,3,HIGH,61
84,DE - ROC - OPH - 1 - PK2,PK2,4,MEDIUM,61
85,DE - ROC - OPH - 1 - PK3,PK3,5,MEDIUM,61
86,DE - ROC - OPH - 1 - PK4,PK4,6,LOW,61
87,DE - WVB - TAE - 1 - PREMIUM,PREMIUM,1,HIGH,89
88,DE - WVB - TAE - 1 - PK1,PK1,2,HIGH,89
89,DE - WVB - TAE - 1 - PK2,PK2,3,MEDIUM,89
90,DE - WVB - TAE - 1 - PK3,PK3,4,MEDIUM,89
91,DE - WVB - TAE - 1 - PK4,PK4,5,LOW,89
92,DE - UDO - TPP - 1 - PREMIUM,PREMIUM,1,HIGH,75
93,DE - UDO - TPP - 1 - PK1,PK1,2,HIGH,75
94,DE - UDO - TPP - 1 - PK2,PK2,3,MEDIUM,75
95,DE - UDO - TPP - 1 - PK3,PK3,4,MEDIUM,75
96,DE - UDO - TPP - 1 - PK4,PK4,5,LOW,75
97,DE - UDO - TPP - 1 - PK5,PK5,6,LOW,75
98,DE - SIA - TDW - 1 - PREMIUM,PREMIUM,1,HIGH,107
99,DE - SIA - TDW - 1 - PK1,PK1,2,HIGH,107
100,DE - SIA - TDW - 1 - PK2,PK2,3,MEDIUM,107
101,DE - SIA - TDW - 1 - PK3,PK3,4,MEDIUM,107
102,DE - SIA - TDW - 1 - PK4,PK4,5,LOW,107
103,DE - SIA - TDW - 1 - PK5,PK5,6,LOW,107
104,DE - TDV - TDW - 3 - PREMIUM,PREMIUM,1,HIGH,73
105,DE - TDV - TDW - 3 - PK1,PK1,2,HIGH,73
106,DE - TDV - TDW - 3 - PK2,PK2,3,MEDIUM,73
107,DE - TDV - TDW - 3 - PK3,PK3,4,MEDIUM,73
108,DE - TDV - TDW - 3 - PK4,PK4,5,LOW,73
109,DE - TDV - TDW - 3 - PK5,PK5,6,LOW,73
110,DE - NY - TDW - 1 - PREMIUM,PREMIUM,1,HIGH,81
111,DE - NY - TDW - 1 - PK1,PK1,2,HIGH,81
112,DE - NY - TDW - 1 - PK2,PK2,3,MEDIUM,81
113,DE - NY - TDW - 1 - PK3,PK3,4,MEDIUM,81
114,DE - NY - TDW - 1 - PK4,PK4,5,LOW,81
115,DE - NY - TDW - 1 - PK5,PK5,6,LOW,81
116,DE - NY - TDW - 2 - PREMIUM,PREMIUM,1,HIGH,82
117,DE - NY - TDW - 2 - PK1,PK1,2,HIGH,82
118,DE - NY - TDW - 2 - PK2,PK2,3,MEDIUM,82
119,DE - NY - TDW - 2 - PK3,PK3,4,MEDIUM,82
120,DE - NY - TDW - 2 - PK4,PK4,5,LOW,82
121,DE - NY - TDW - 2 - PK5,PK5,6,LOW,82
122,DE - TAR - APO - 1 - PREMIUM,PREMIUM,1,HIGH,85
123,DE - TAR - APO - 1 - PK1,PK1,2,HIGH,85
124,DE - TAR - APO - 1 - PK2,PK2,3,MEDIUM,85
125,DE - TAR - APO - 1 - PK3,PK3,4,MEDIUM,85
126,DE - TAR - APO - 1 - PK4,PK4,5,LOW,85
127,DE - ROC - PAL - 1 - GOLDEN CIRCEL,GOLDEN CIRCEL,1,HIGH,62
128,DE - ROC - PAL - 1 - PREMIUM,PREMIUM,2,HIGH,62
129,DE - ROC - PAL - 1 - PK1,PK1,3,HIGH,62
130,DE - ROC - PAL - 1 - PK2,PK2,4,MEDIUM,62
131,DE - ROC - PAL - 1 - PK3,PK3,5,MEDIUM,62
132,DE - ROC - PAL - 1 - PK4,PK4,6,LOW,62
133,DE - PDO - MET - 1 - PREMIUM,PREMIUM,1,HIGH,93
134,DE - PDO - MET - 1 - PK1,PK1,2,HIGH,93
135,DE - PDO - MET - 1 - PK2,PK2,3,MEDIUM,93
136,DE - PDO - MET - 1 - PK3,PK3,4,MEDIUM,93
137,DE - PDO - MET - 1 - PK4,PK4,5,LOW,93
138,DE - MM - MET - 1 - PREMIUM,PREMIUM,1,HIGH,103
139,DE - MM - MET - 1 - PK1,PK1,2,HIGH,103
140,DE - MM - MET - 1 - PK2,PK2,3,MEDIUM,103
141,DE - MM - MET - 1 - PK3,PK3,4,MEDIUM,103
142,DE - MM - MET - 1 - PK4,PK4,5,LOW,103
143,DE - MM - PAL - 2 - PREMIUM,PREMIUM,1,HIGH,101
144,DE - MM - PAL - 2 - PK1,PK1,2,HIGH,101
145,DE - MM - PAL - 2 - PK2,PK2,3,MEDIUM,101
146,DE - MM - PAL - 2 - PK3,PK3,4,MEDIUM,101
147,DE - MM - PAL - 2 - PK4,PK4,5,LOW,101
148,DE - MM - TDW - 1 - PREMIUM,PREMIUM,1,HIGH,102
149,DE - MM - TDW - 1 - PK1,PK1,2,HIGH,102
150,DE - MM - TDW - 1 - PK2,PK2,3,MEDIUM,102
151,DE - MM - TDW - 1 - PK3,PK3,4,MEDIUM,102
152,DE - MM - TDW - 1 - PK4,PK4,5,LOW,102
153,DE - MM - TDW - 1 - PK5,PK5,6,LOW,102
154,DE - NY - TAE - 1 - PREMIUM,PREMIUM,1,HIGH,83
155,DE - NY - TAE - 1 - PK1,PK1,2,HIGH,83
156,DE - NY - TAE - 1 - PK2,PK2,3,MEDIUM,83
157,DE - NY - TAE - 1 - PK3,PK3,4,MEDIUM,83
158,DE - NY - TAE - 1 - PK4,PK4,5,LOW,83
159,DE - SIA - MET - 1 - PREMIUM,PREMIUM,1,HIGH,106
160,DE - SIA - MET - 1 - PK1,PK1,2,HIGH,106
161,DE - SIA - MET - 1 - PK2,PK2,3,MEDIUM,106
162,DE - SIA - MET - 1 - PK3,PK3,4,MEDIUM,106
163,DE - SIA - MET - 1 - PK4,PK4,5,LOW,106
164,DE - TDV - TDW - 2 - PK1,PK1,1,HIGH,72
165,DE - TDV - TDW - 2 - PK2,PK2,2,MEDIUM,72
166,DE - TDV - TDW - 2 - PK3,PK3,3,MEDIUM,72
167,DE - TDV - TDW - 2 - PK4,PK4,4,LOW,72
168,DE - TDV - TDW - 2 - PK5,PK5,5,LOW,72
169,DE - GEF - TDW - 1 - PREMIUM,PREMIUM,1,HIGH,157
170,DE - GEF - TDW - 1 - PK1,PK1,2,HIGH,157
171,DE - GEF - TDW - 1 - PK2,PK2,3,MEDIUM,157
172,DE - GEF - TDW - 1 - PK3,PK3,4,MEDIUM,157
173,DE - GEF - TDW - 1 - PK4,PK4,5,LOW,157
174,DE - GEF - TDW - 1 - PK5,PK5,6,LOW,157
175,NL - TLK - ACT - 1 - 2,PC1,2,HIGH,132
176,NL - TLK - ACT - 1 - 3,PC2,3,MEDIUM,132
177,NL - TLK - ACT - 1 - 4,PC3,4,MEDIUM,132
178,NL - TLK - ACT - 1 - 5,PC4,5,LOW,132
179,NL - TLK - ACT - 1 - 6,PC5,6,LOW,132
180,NL - TLK - ACT - 1 - 1,PREMIUM,1,HIGH,132
181,NL - TBG - BTU - 1 - 3,PC1,3,HIGH,133
182,NL - TBG - BTU - 1 - 1,PLATINUM,1,HIGH,133
183,NL - BE - ACT - 1 - 1,PLATINUM,1,HIGH,135
184,NL - BTB - ACT - 1 - 1,PLATINUM,1,HIGH,134
185,NL - CDR - DLMWS - 1 - 1,GOLDEN,1,HIGH,785
186,NL - DG - DLMWS - 1 - 1,GOLDEN,1,HIGH,787
187,NL - HAIR - DLMWS - 1 - 1,GOLDEN,1,HIGH,784
188,NL - MOE - BTU - 1 - 1,PLATINUM,1,HIGH,136
189,NL - TWEE - DLMWS - 1 - 1,GOLDEN,1,HIGH,791
190,NL - TBG - BTU - 1 - 2,GOLDEN,2,HIGH,133
191,NL - BE - ACT - 1 - 2,GOLDEN,2,HIGH,135
192,NL - BTB - ACT - 1 - 2,GOLDEN,2,HIGH,134
193,NL - CDR - DLMWS - 1 - 2,PC1,2,HIGH,785
194,NL - DG - DLMWS - 1 - 2,PC1,2,HIGH,787
195,NL - HAIR - DLMWS - 1 - 2,PC1,2,HIGH,784
196,NL - MOE - BTU - 1 - 2,GOLDEN,2,HIGH,136
197,NL - TWEE - DLMWS - 1 - 2,PC1,2,HIGH,791
198,NL - TBG - BTU - 1 - 4,PC2,4,MEDIUM,133
199,NL - BE - ACT - 1 - 3,PC1,3,HIGH,135
200,NL - BTB - ACT - 1 - 3,PC1,3,HIGH,134
201,NL - CDR - DLMWS - 1 - 3,PC2,3,MEDIUM,785
202,NL - DG - DLMWS - 1 - 3,PC2,3,MEDIUM,787
203,NL - HAIR - DLMWS - 1 - 3,PC2,3,MEDIUM,784
204,NL - MOE - BTU - 1 - 3,PC1,3,HIGH,136
205,NL - TWEE - DLMWS - 1 - 3,PC2,3,MEDIUM,791
206,NL - TBG - BTU - 1 - 5,PC3,5,MEDIUM,133
207,NL - BE - ACT - 1 - 4,PC2,4,MEDIUM,135
208,NL - BTB - ACT - 1 - 4,PC2,4,MEDIUM,134
209,NL - CDR - DLMWS - 1 - 4,PC3,4,MEDIUM,785
210,NL - DG - DLMWS - 1 - 4,PC3,4,MEDIUM,787
211,NL - HAIR - DLMWS - 1 - 4,PC3,4,MEDIUM,784
212,NL - MOE - BTU - 1 - 4,PC2,4,MEDIUM,136
213,NL - TWEE - DLMWS - 1 - 4,PC3,4,MEDIUM,791
214,NL - BE - ACT - 1 - 5,PC3,5,MEDIUM,135
215,NL - BE - ACT - 1 - 6,PC4,6,LOW,135
216,NL - BE - ACT - 1 - 7,PC5,7,LOW,135
217,NL - BTB - ACT - 1 - 5,PC3,5,MEDIUM,134
218,NL - BTB - ACT - 1 - 6,PC4,6,LOW,134
219,NL - BTB - ACT - 1 - 7,PC5,7,LOW,134
220,NL - TBG - BTU - 1 - 6,PC4,6,LOW,133
221,NL - TBG - BTU - 1 - 7,PC5,7,LOW,133
222,NL - CDR - DLMWS - 1 - 5,PC4,5,LOW,785
223,NL - DG - DLMWS - 1 - 5,PC4,5,LOW,787
224,NL - HAIR - DLMWS - 1 - 5,PC4,5,LOW,784
225,NL - MOE - BTU - 1 - 5,PC3,5,MEDIUM,136
226,NL - MOE - BTU - 1 - 6,PC4,6,LOW,136
227,NL - MOE - BTU - 1 - 7,PC5,7,LOW,136
228,NL - TWEE - DLMWS - 1 - 5,PC4,5,LOW,791
229,NL - OYF - BTU - 1 - 1,PREMIUM,1,HIGH,380
230,NL - OYF - BTU - 1 - 2,PC1,2,HIGH,380
231,NL - OYF - BTU - 1 - 3,PC2,3,MEDIUM,380
232,NL - OYF - BTU - 1 - 4,PC3,4,MEDIUM,380
233,NL - OYF - BTU - 1 - 5,PC4,5,LOW,380
234,NL - OYF - BTU - 1 - 6,PC5,6,LOW,380
235,NL - ELIIC - LOO - 1 - 1,PREMIUM,1,HIGH,381
236,NL - ELIIC - LOO - 1 - 2,PC1,2,HIGH,381
237,NL - ELIIC - LOO - 1 - 3,PC2,3,MEDIUM,381
238,NL - ELIIC - LOO - 1 - 4,PC3,4,LOW,381
239,NL - BE - ACT - 1 - 8,DUMMY,8,DUMMY,135
240,NL - BTB - ACT - 1 - 8,DUMMY,8,DUMMY,134
241,NL - DG - DLMWS - 1 - 6,DUMMY,6,DUMMY,787
242,NL - TBG - BTU - 1 - 8,DUMMY,8,DUMMY,133
243,NL - TLK - ACT - 1 - 7,DUMMY,7,DUMMY,132
244,NL - CDR - DLMWS - 1 - 6,DUMMY,6,DUMMY,785
245,NL - TWEE - DLMWS - 1 - 6,DUMMY,6,DUMMY,791
246,NL - TWEE - CHASSE - 1 - 6,DUMMY,6,DUMMY,791
247,NL - TWEE - PARKE - 1 - 2,PC1,2,HIGH,312
248,NL - TWEE - PARKE - 1 - 3,PC2,3,LOW,312
249,NL - TWEE - PARKE - 1 - 6,DUMMY,6,DUMMY,312
250,NL - TWEE - ZUID - 1 - 2,PC1,2,HIGH,376
251,NL - TWEE - ZUID - 1 - 3,PC2,3,MEDIUM,376
252,NL - TWEE - ZUID - 1 - 4,PC3,4,LOW,376
253,NL - TWEE - ZUID - 1 - 6,DUMMY,6,DUMMY,376
254,NL - TWEE - WIL - 1 - 2,PC1,2,HIGH,365
255,NL - TWEE - WIL - 1 - 3,PC2,3,MEDIUM,365
256,NL - TWEE - WIL - 1 - 4,PC3,4,LOW,365
257,NL - TWEE - WIL - 1 - 6,DUMMY,6,DUMMY,365
258,NL - TWEE - PARKH - 1 - 2,PC1,2,HIGH,320
259,NL - TWEE - CHASSE - 1 - 4,PC3,4,LOW,224
260,NL - TWEE - CHASSE - 1 - 2,PC1,2,HIGH,224
261,NL - TWEE - CHASSE - 1 - 3,PC2,3,MEDIUM,224
262,NL - TWEE - NLUX - 1 - 1,GOLDEN,1,HIGH,291
263,NL - TWEE - NLUX - 1 - 2,PC1,2,HIGH,291
264,NL - TWEE - NLUX - 1 - 3,PC2,3,MEDIUM,291
265,NL - TWEE - NLUX - 1 - 4,PC3,4,LOW,291
266,NL - TWEE - NLUX - 1 - 6,DUMMY,6,DUMMY,291
267,NL - TWEE - ORP - 1 - 2,PC1,2,HIGH,300
268,NL - TWEE - ORP - 1 - 3,PC2,3,MEDIUM,300
269,NL - TWEE - ORP - 1 - 4,PC3,4,MEDIUM,300
270,NL - TWEE - ORP - 1 - 6,DUMMY,6,DUMMY,300
271,NL - TWEE - ORP - 1 - 5,PC4,5,LOW,300
272,NL - TWEE - HEER - 1 - 2,PC1,2,HIGH,249
273,NL - TWEE - HEER - 1 - 5,PC4,5,LOW,249
274,NL - TWEE - HEER - 1 - 4,PC3,4,MEDIUM,249
275,NL - TWEE - HEER - 1 - 6,DUMMY,6,DUMMY,249
276,NL - TWEE - MART - 1 - 1,GOLDEN,1,HIGH,274
277,NL - TWEE - MART - 1 - 2,PC1,2,HIGH,274
278,NL - TWEE - MART - 1 - 3,PC2,3,MEDIUM,274
279,NL - TWEE - MART - 1 - 4,PC3,4,LOW,274
280,NL - TWEE - MART - 1 - 6,DUMMY,6,DUMMY,274
281,NL - TWEE - SPIE - 1 - 1,GOLDEN,1,HIGH,333
282,NL - TWEE - SPIE - 1 - 2,PC1,2,HIGH,333
283,NL - TWEE - SPIE - 1 - 3,PC2,3,MEDIUM,333
284,NL - TWEE - SPIE - 1 - 4,PC3,4,LOW,333
285,NL - TWEE - SPIE - 1 - 6,DUMMY,6,DUMMY,333
286,NL - MICOT - CHASSE - 1 - 2,PC1,2,HIGH,226
287,NL - MICOT - CHASSE - 1 - 3,PC2,3,MEDIUM,226
288,NL - MICOT - CHASSE - 1 - 4,PC3,4,LOW,226
289,NL - MICOT - CHASSE - 1 - 1,GOLDEN,1,HIGH,226
290,NL - MICOT - CARRE - 1 - 1,GOLDEN,1,HIGH,217
291,NL - MICOT - CARRE - 1 - 2,PC1,2,HIGH,217
292,NL - MICOT - CARRE - 1 - 3,PC2,3,MEDIUM,217
293,NL - MICOT - CARRE - 1 - 4,PC3,4,MEDIUM,217
294,NL - MICOT - CARRE - 1 - 5,PC4,5,LOW,217
295,NL - MICOT - MART - 1 - 1,GOLDEN,1,HIGH,275
296,NL - MICOT - MART - 1 - 2,PC1,2,HIGH,275
297,NL - MICOT - MART - 1 - 4,PC3,4,LOW,275
298,NL - MICOT - MART - 1 - 3,PC2,3,MEDIUM,275
299,NL - MICOT - HEER - 1 - 1,GOLDEN,1,HIGH,247
300,NL - MICOT - HEER - 1 - 2,PC1,2,HIGH,247
301,NL - MICOT - HEER - 1 - 3,PC2,3,LOW,247
302,NL - MICOT - ORP - 1 - 1,GOLDEN,1,HIGH,301
303,NL - MICOT - ORP - 1 - 2,PC1,2,HIGH,301
304,NL - MICOT - ORP - 1 - 3,PC2,3,MEDIUM,301
305,NL - MICOT - ORP - 1 - 4,PC3,4,LOW,301
306,NL - MICOT - OLUX - 1 - 2,PC1,2,HIGH,294
307,NL - MICOT - OLUX - 1 - 3,PC2,3,MEDIUM,294
308,NL - MICOT - OLUX - 1 - 4,PC3,4,LOW,294
309,ES - ERL - LDV - 1 - 1,BUTACA ORO,1,HIGH,155
310,ES - ERL - LDV - 1 - 2,PLATEA PREFERENTE,3,HIGH,155
311,ES - ERL - LDV - 1 - 3,CLUB PREFERENTE,4,HIGH,155
312,ES - ERL - LDV - 1 - 4,PLATEA A,5,MEDIUM,155
313,ES - ERL - LDV - 1 - 5,CLUB A,6,MEDIUM,155
314,ES - ERL - LDV - 1 - 6,PALCOS,7,MEDIUM,155
315,ES - ERL - LDV - 1 - 7,PLATEA B,8,MEDIUM,155
316,ES - ERL - LDV - 1 - 8,CLUB B,9,MEDIUM,155
317,ES - ERL - LDV - 1 - 9,PLATEA VR,10,LOW,155
318,ES - ERL - LDV - 1 - 10,ANFITEATRO 1,11,LOW,155
319,ES - ERL - LDV - 1 - 11,PALCOS VR,12,LOW,155
320,ES - ERL - LDV - 1 - 12,ANFITEATRO 2,13,LOW,155
321,ES - ERL - LDV - 1 - 13,ANFITEATRO 1 VR,14,LOW,155
322,ES - ERL - LDV - 1 - 15,ANFITEATRO 2 FILA 15,15,LOW,155
323,ES - ERL - LDV - 1 - 16,BUTACA PLATA,2,HIGH,155
324,ES - MMM - COL - 1 - 1,PLATEA PREFERENTE,1,HIGH,182
325,ES - MMM - COL - 1 - 2,PLATEA A,2,HIGH,182
326,ES - MMM - COL - 1 - 3,CLUB A,3,HIGH,182
327,ES - MMM - COL - 1 - 4,PLATEA B,4,MEDIUM,182
328,ES - MMM - COL - 1 - 5,CLUB B,5,MEDIUM,182
329,ES - MMM - COL - 1 - 6,ANFITEATRO A,6,LOW,182
330,ES - MMM - COL - 1 - 7,PLATEA VR,7,LOW,182
331,ES - MMM - COL - 1 - 8,CLUB VR,8,LOW,182
332,ES - MMM - COL - 1 - 9,ANFITEATRO B,9,LOW,182
333,RU - TDV - MDM - 1 - 2,GRAND PARTER,2,HIGH,127
334,FR - GRS - TMO - 1 - 5,CARRE OR,5,HIGH,653
335,FR - GRS - TMO - 1 - 1,CATEGORIE 1,1,HIGH,653
336,FR - GRS - TMO - 1 - 2,CATEGORIE 2,2,MEDIUM,653
337,FR - GRS - TMO - 1 - 3,CATEGORIE 3,3,MEDIUM,653
338,FR - GRS - TMO - 1 - 4,CATEGORIE 4,4,LOW,653
339,FR - GRS - TMO - 1 - PREMIUM,PREMIUM,1,HIGH,653
340,DE - ALA - TNF - 1 - 1,PREMIUM 1ST ROW,1,HIGH,87
341,DE - ALA - TNF - 1 - 2,PREMIUM,2,HIGH,87
342,DE - ALA - TNF - 1 - 3,PK1,3,HIGH,87
343,DE - ALA - TNF - 1 - 4,PK2,4,MEDIUM,87
344,DE - ALA - TNF - 1 - 5,PK3,5,MEDIUM,87
345,DE - ALA - TNF - 1 - 6,PK4,6,LOW,87
346,DE - BMG - BMX - 1 - 3,PK1,3,HIGH,63
347,DE - BMG - BMX - 1 - 4,PK2,4,MEDIUM,63
348,DE - BMG - BMX - 1 - 5,PK3,5,LOW,63
349,DE - BMG - BMX - 1 - 1,PONCHO (MIDDLE),1,HIGH,63
350,DE - BMG - BMX - 1 - 2,PONCHO (SIDE),2,HIGH,63
351,DE - KDL - THH - 1 - 1,PREMIUM 1ST ROW,1,HIGH,60
352,DE - KDL - THH - 1 - 2,PREMIUM,2,HIGH,60
353,DE - KDL - THH - 1 - 3,PK1,3,HIGH,60
354,DE - KDL - THH - 1 - 4,PK2,4,MEDIUM,60
355,DE - KDL - THH - 1 - 5,PK3,5,MEDIUM,60
356,DE - CHI - PAL - 1 - 1,PREMIUM,1,HIGH,94
357,DE - CHI - PAL - 1 - 2,PK1,2,HIGH,94
358,DE - CHI - PAL - 1 - 3,PK2,3,MEDIUM,94
359,DE - CHI - PAL - 1 - 4,PK3,4,MEDIUM,94
360,DE - CHI - PAL - 1 - 5,PK4,5,LOW,94
361,DE - CHI - TDW - 1 - 1,PREMIUM,1,HIGH,95
362,DE - CHI - TDW - 1 - 2,PK1,2,HIGH,95
363,DE - CHI - TDW - 1 - 3,PK2,3,MEDIUM,95
364,DE - CHI - TDW - 1 - 4,PK3,4,MEDIUM,95
365,DE - CHI - TDW - 1 - 5,PK4,5,LOW,95
366,DE - CHI - TDW - 1 - 6,PK5,6,LOW,95
367,DE - GVN - TDW - 1 - 2,PK1,2,HIGH,88
368,DE - GVN - TDW - 1 - 3,PK2,3,MEDIUM,88
369,DE - GVN - TDW - 1 - 4,PK3,4,MEDIUM,88
370,DE - GVN - TDW - 1 - 5,PK4,5,LOW,88
371,DE - GVN - TDW - 1 - 6,PK5,6,LOW,88
372,DE - GVN - TDW - 1 - 1,PREMIUM,1,HIGH,88
373,DE - LSN - OPH - 1 - 1,PREMIUM,1,HIGH,96
374,DE - LSN - OPH - 1 - 2,PK1,2,HIGH,96
375,DE - LSN - OPH - 1 - 3,PK2,3,MEDIUM,96
376,DE - LSN - OPH - 1 - 4,PK3,4,MEDIUM,96
377,DE - LSN - OPH - 1 - 5,PK4,5,LOW,96
378,DE - MM - MET - 1 - 1,PREMIUM,1,HIGH,103
379,DE - MM - MET - 1 - 2,PK1,2,HIGH,103
380,DE - MM - MET - 1 - 3,PK2,3,MEDIUM,103
381,DE - MM - MET - 1 - 4,PK3,4,MEDIUM,103
382,DE - MM - MET - 1 - 5,PK4,5,LOW,103
383,DE - MM - PAL - 2 - 1,PREMIUM,1,HIGH,101
384,DE - MM - PAL - 2 - 2,PK1,2,HIGH,101
385,DE - MM - PAL - 2 - 3,PK2,3,MEDIUM,101
386,DE - MM - PAL - 2 - 4,PK3,4,MEDIUM,101
387,DE - MM - PAL - 2 - 5,PK4,5,LOW,101
388,DE - MM - TDW - 1 - 1,PREMIUM,1,HIGH,102
389,DE - MM - TDW - 1 - 2,PK1,2,HIGH,102
390,DE - MM - TDW - 1 - 3,PK2,3,MEDIUM,102
391,DE - MM - TDW - 1 - 4,PK3,4,MEDIUM,102
392,DE - MM - TDW - 1 - 5,PK4,5,LOW,102
393,DE - MM - TDW - 1 - 6,PK5,6,LOW,102
394,DE - MP - APO - 1 - 1,PREMIUM,1,HIGH,77
395,DE - MP - APO - 1 - 2,PK1,2,HIGH,77
396,DE - MP - APO - 1 - 3,PK2,3,MEDIUM,77
397,DE - MP - APO - 1 - 4,PK3,4,MEDIUM,77
